# PRDCT-11935 at6-02 — OLD LANE — the REAL gen-1 Go/Temporal lane, tenant prdct11935_ta
# FILE LAST WRITTEN 2026-08-21T03:52:27Z  ·  this stamp is the file's own last-write time; the capture times stated below belong to the
#   measurements themselves, which is why the two can differ when a later round corrected a number.
# onyx branch a2486bb33f · image localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 · captured 2026-08-21T03:04:11Z
#
# CAPTURED ON THE HEAD-EXACT IMAGE. localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 is built from a2486bb33f and proven byte-exact before use
# (4741/4741 head .py files, evidence/at6-12-image-provenance.txt).
#
# WHAT CHANGED THIS ROUND (gate G2). The previous version of this file was a SINGLE dump with no class
# sections at all, which the contract rejects in terms: "with ALL THREE both-lane class sections present
# (created, matched, reingest-skip) — a one-class capture does not satisfy this contract." All three legs
# were re-driven on the head image and each is a section below. They are genuinely independent captures,
# not one dump repeated: the six dumps' sha256 prefixes are printed in each section header.
#
# Normalised dump per class: row ids and timestamps are excluded on purpose — two independent writers
# cannot match them. Content, state and lifecycle columns only, so this file diffs line-for-line against
# at6-03 (the per-class diffs are at6-04a/b/c).

========================================================================================================
=== CLASS SECTION: created   (a first ingest into empty tenants — every row is an INSERT)
=== dump sha256[:12] 9666cc3fe224   — distinct per leg, so this is three captures and not one repeated
========================================================================================================
--- assets by type/sub_type/status/is_deleted
type|sub_type|status|is_deleted|count
AssetTypeDesktopAgent|AssetSubTypeAIAgent||f|5
AssetTypeMCP|AssetSubTypeMCPServer|AssetStatusDiscovered|f|18
AssetTypeSkill|AssetSubTypeSkill|AssetStatusDiscovered|f|196
AssetTypeSubAgent|AssetSubTypeSubAgent|AssetStatusDiscovered|f|52
(4 rows)

--- assets (name|type|sub_type|unique_identifier|status|is_deleted|version|host_type|surface|app_definition_id|awaiting_discovery)
source-command-agent-platform-research|AssetTypeSkill|AssetSubTypeSkill|82300e4bd77916a5ecd6f801691a9883c67808ce2c886b8c38463cca6d8442fb|AssetStatusDiscovered|f|||||f
source-command-agent-platform-runtime|AssetTypeSkill|AssetSubTypeSkill|0bc0c179f671f0afa69c2b2a0f99a55a093ef46507b1a8ea0ddc8911a5f2eef0|AssetStatusDiscovered|f|||||f
source-command-agent-platform-runtime-brainstorm|AssetTypeSkill|AssetSubTypeSkill|04d6a7452d592cabd8f93c696e8cbf4d0262f4d659653508fd460c908b3f0cc9|AssetStatusDiscovered|f|||||f
source-command-migrate-go-integration|AssetTypeSkill|AssetSubTypeSkill|0392bc1fc08b152705beb21a61cf237519614e5feaf3a5ba745fca2cb50274cf|AssetStatusDiscovered|f|||||f
source-command-migrate-go-writer-planning|AssetTypeSkill|AssetSubTypeSkill|b7bbd84dce3c1f67c6155c16a07cd05615642d96dee1030aa19a63f057996427|AssetStatusDiscovered|f|||||f
source-command-migrate-raw-entities-to-s3|AssetTypeSkill|AssetSubTypeSkill|8a9d402830a6871c3fb2fe530dd2e392d7439f2553868960c03ed9e90feda873|AssetStatusDiscovered|f|||||f
source-command-migrate-temporal-payloads-to-s3|AssetTypeSkill|AssetSubTypeSkill|ab314f1c79dad64c1dc5e1a1233598d2bcd88ccb02626faf225e5e07710020cf|AssetStatusDiscovered|f|||||f
source-command-pre-pr|AssetTypeSkill|AssetSubTypeSkill|8551d057c23cd9391693fbcb0d37f2c613d849020044a8c0422936f5c070514a|AssetStatusDiscovered|f|||||f
source-command-resolve-pr|AssetTypeSkill|AssetSubTypeSkill|6dabe70b331927ee97b833d8a47c1f810a1745d2047e44e8b41ebbf0454ae544|AssetStatusDiscovered|f|||||f
spotify-player|AssetTypeSkill|AssetSubTypeSkill|5c32f4d3e39d4e3b08844620f6421c551d3f2a40c0cc7cb5f0ff3e3468c750de|AssetStatusDiscovered|f|||||f
stack-health|AssetTypeSkill|AssetSubTypeSkill|450076121b291e519d753755df7fca680756c3924cd939f5bd3669df4aac5973|AssetStatusDiscovered|f|||||f
staging-env-auth|AssetTypeSkill|AssetSubTypeSkill|0e20bb22067743882714e1eb6b7d53beae663ec4a67fe7b73a40b5693fd1e77c|AssetStatusDiscovered|f|||||f
start-eval-branch|AssetTypeSkill|AssetSubTypeSkill|b0dc5439cfc1661c0c82a5987f6588e69a4583fb145bb34b78ca9736f37d4e69|AssetStatusDiscovered|f|||||f
summarize|AssetTypeSkill|AssetSubTypeSkill|2251f16125e2bc7ebc81f887085976704417291a6a6e23da36548a1a3750ce3b|AssetStatusDiscovered|f|||||f
taskflow|AssetTypeSkill|AssetSubTypeSkill|d4149afe736d733690f2177792fef11912307434c3f89a3de5ba08421c5fae67|AssetStatusDiscovered|f|||||f
taskflow-inbox-triage|AssetTypeSkill|AssetSubTypeSkill|1ff6fa045a812b5b3b694f926b4da63147a8dc9bece5d417be5b741386f720d7|AssetStatusDiscovered|f|||||f
temporal-workflows|AssetTypeSkill|AssetSubTypeSkill|e3dead392d7cdfaa96b0f871e53b40497dc652830f966565f9981d4ea87cd601|AssetStatusDiscovered|f|||||f
testing-standard|AssetTypeSkill|AssetSubTypeSkill|816d2fd111b264c64bb305a941e219fe1d9940213d536b3093cba36900112078|AssetStatusDiscovered|f|||||f
things-mac|AssetTypeSkill|AssetSubTypeSkill|3eb9f287671f67b62cb90f874111b5db71ede3f0b8e083d9e10c7659bfc376c3|AssetStatusDiscovered|f|||||f
tilt-dev|AssetTypeSkill|AssetSubTypeSkill|bd25c5ce6a0fad6e022e275acf59b5811aa8902f01247257aee997d1f452119d|AssetStatusDiscovered|f|||||f
tilt-ui-auth|AssetTypeSkill|AssetSubTypeSkill|bb02bfe80181e1bb7654120b363c3c46129447ed501f9b588e6396756b1ae826|AssetStatusDiscovered|f|||||f
tmux|AssetTypeSkill|AssetSubTypeSkill|9d78d6c74c710fa95afeb27a2ba89c76770b1bd4456e2124c7d855c71229bdcc|AssetStatusDiscovered|f|||||f
transitions-dev|AssetTypeSkill|AssetSubTypeSkill|195effb163734dbcebde6b5f4b496d72e501a086dbe2187335bd965e65e53560|AssetStatusDiscovered|f|||||f
trello|AssetTypeSkill|AssetSubTypeSkill|be0ce589c96a3ee3dfd69c58178cf1bf48a388d7cd36a3896299f37290141b96|AssetStatusDiscovered|f|||||f
use-azure-lab|AssetTypeSkill|AssetSubTypeSkill|b2d7c5c5f5bdf2e4068b3ab28f333df33bd8907700f0e0a354ce9c42cbcbc873|AssetStatusDiscovered|f|||||f
use-cursor-hooks|AssetTypeSkill|AssetSubTypeSkill|77405b66cb144bf51deef03bd784f6e3e13ba30deb6fcee2995afbc9a61df2b4|AssetStatusDiscovered|f|||||f
use-gcp-lab|AssetTypeSkill|AssetSubTypeSkill|afabcbb8079a56b594057d0a90e3ef98971d94f35b6d77db0478e078531a57ac|AssetStatusDiscovered|f|||||f
validate-fully|AssetTypeSkill|AssetSubTypeSkill|743a4aef38fb4e4f4b862440e3a488b696bf231efc0002941169fc038aa2a5fd|AssetStatusDiscovered|f|||||f
vercel-composition-patterns|AssetTypeSkill|AssetSubTypeSkill|cf51189a6d561bc90f49c60c18949d11b4441bb15c1f67ff8e921d8c033065c5|AssetStatusDiscovered|f|||||f
vercel-react-best-practices|AssetTypeSkill|AssetSubTypeSkill|78ab402159ff20500d0b56104c1f67703932b2b5497a67202b12f21559766569|AssetStatusDiscovered|f|||||f
verification-before-completion|AssetTypeSkill|AssetSubTypeSkill|6fbea79155a8a15da6fd6e4fd6e9914cce19b5e0089e8fb082716b577603c75c|AssetStatusDiscovered|f|||||f
verify-and-capture-evidence|AssetTypeSkill|AssetSubTypeSkill|b1da75434d8d6a6482aa8b4487f79ac0fe85eb92c7f5689530a4a468f90a38f6|AssetStatusDiscovered|f|||||f
verify-in-product-ui|AssetTypeSkill|AssetSubTypeSkill|9230bda1002b1362f7bced96174d533387d432eaaef3f207b3532a7e7f91d9e4|AssetStatusDiscovered|f|||||f
verify-r10-20260820001141|AssetTypeSkill|AssetSubTypeSkill|b4eb26e8fc70dff5facd07b721741baa9f7dbdd98b0ea2dbfda7694c05c22477|AssetStatusDiscovered|f|||||f
verify-r11-20260820011507|AssetTypeSkill|AssetSubTypeSkill|49e274eed7139e50eea998c005b04875c590dddfc0e99ba255631f124fc207ce|AssetStatusDiscovered|f|||||f
verify-r12-20260820014231|AssetTypeSkill|AssetSubTypeSkill|45e0a874f1cc51a979739ad8ca1b438fb75b85bf866bdd79aa03ad0a49d1c501|AssetStatusDiscovered|f|||||f
verify-r13-20260820021811|AssetTypeSkill|AssetSubTypeSkill|c94ca134ee7d7cdae8d78c8082fc293a4d9242959e6d3260b0610ed9e1aacfd5|AssetStatusDiscovered|f|||||f
verify-r13b-flagoff-20260820022732|AssetTypeSkill|AssetSubTypeSkill|8041260118cadba7f0cae24f577c25060d9f2edf5692aea5becd5b2f3a3cd4df|AssetStatusDiscovered|f|||||f
verify-r13c-restore-20260820023009|AssetTypeSkill|AssetSubTypeSkill|aaf90e33da54e3b529e5868b1cb61cefcdb3a896c45a9bb5c970d189b5d3992d|AssetStatusDiscovered|f|||||f
verify-r14-20260820030445|AssetTypeSkill|AssetSubTypeSkill|63524796f7210de0e4349b36413322c85563b0ed7346cd383cf7ad78b4d0fc91|AssetStatusDiscovered|f|||||f
verify-r15-20260820033314|AssetTypeSkill|AssetSubTypeSkill|857c60e87b9f2cb1948d1df50f8373c7240ae022690299e8e1bcb908bc6f2e15|AssetStatusDiscovered|f|||||f
verify-r16-20260820044304|AssetTypeSkill|AssetSubTypeSkill|03e520ccaf788eed828814c99b5fb5646edef3626ce07219a745dd99173664a4|AssetStatusDiscovered|f|||||f
verify-r16b-flagoff-20260820044608|AssetTypeSkill|AssetSubTypeSkill|c02aa04f233eb2b1f02ca98d6c3b9a0a07d45dca278eff0fe8ebe75ca2417950|AssetStatusDiscovered|f|||||f
verify-r17-20260820053739|AssetTypeSkill|AssetSubTypeSkill|e1b0a468815541591095b4aa639ae327aad331c3ba42f6b46bf13c8ce92a37c3|AssetStatusDiscovered|f|||||f
verify-r18-at1at2at3-20260820070458|AssetTypeSkill|AssetSubTypeSkill|d92d171493f4ccc74e807b446a384441e163b5f2106f26312d5019aaf0df40d7|AssetStatusDiscovered|f|||||f
verify-r18-at4at5-20260820070231|AssetTypeSkill|AssetSubTypeSkill|d731984e20d3203d21bbb999bf59bba15621a73167b5decb56f21ab3caec1422|AssetStatusDiscovered|f|||||f
verify-r18-at9-20260820070420|AssetTypeSkill|AssetSubTypeSkill|6aed3a1ebe11a5c6d9876d14fdf53057a669988939639c08b718c60e26660f83|AssetStatusDiscovered|f|||||f
verify-r18-at9b-20260820070620|AssetTypeSkill|AssetSubTypeSkill|c6e3226eeb9f6b4c8d654c973ee394c9d4c35e81aa00b1037d7448b048fd440f|AssetStatusDiscovered|f|||||f
verify-r18-created-20260820070148|AssetTypeSkill|AssetSubTypeSkill|df441a7e484c299a2a050c35c85b58e257ce0b9c01892936194992abc74b1370|AssetStatusDiscovered|f|||||f
verify-r19-20260820091500|AssetTypeSkill|AssetSubTypeSkill|631709252b42599c4a41ddc55a6115a4f734e2c8d11189e5b555868b1603198b|AssetStatusDiscovered|f|||||f
verify-r19-at3-sibling|AssetTypeSkill|AssetSubTypeSkill|0dda4a070c331da1bebe74073a8b11db6d83517b2ba4461a0613c52a7f8a39cb|AssetStatusDiscovered|f|||||f
verify-r19-clean-probe|AssetTypeSkill|AssetSubTypeSkill|31d22ee8bfc683872478e4118a662f7f50c0577ab3086db8c4805009ea23087d|AssetStatusDiscovered|f|||||f
verify-r19-cutover-probe|AssetTypeSkill|AssetSubTypeSkill|48d018e60084e3f51f84e7ace2444c067d3c7885173e30cdc4d7b9ab079c2e1c|AssetStatusDiscovered|f|||||f
verify-r20-20260820135311|AssetTypeSkill|AssetSubTypeSkill|ba9fa273f7dda95666dddfb6c1c5d2f5711d5b836836de05aaeaf4492316ca84|AssetStatusDiscovered|f|||||f
verify-r20b-sibling-135827|AssetTypeSkill|AssetSubTypeSkill|86791c6c096545b883c79d417af23ceb22e1b099d629145bf036574920247457|AssetStatusDiscovered|f|||||f
verify-r20c-replay-140240|AssetTypeSkill|AssetSubTypeSkill|a946da8946e97ae7568d0dd0a0847b5605813b697aac1a3d1f1492ed42e1a675|AssetStatusDiscovered|f|||||f
verify-r20d-flagoff-142434|AssetTypeSkill|AssetSubTypeSkill|ab11eb4f5d9f99509de7c2e2b2a2d5f737163effd34bc4625bc650483a67e313|AssetStatusDiscovered|f|||||f
verify-r20e-usage-142904|AssetTypeSkill|AssetSubTypeSkill|b0dc5a503032e3643834f44d0db0c8e4481b2988fc0c20e0f871bd82f79a5723|AssetStatusDiscovered|f|||||f
verify-r21-202837|AssetTypeSkill|AssetSubTypeSkill|aef64c16dd7b0365f050294dcfaef7dbbc2628dc728e560ca837cbef205528ec|AssetStatusDiscovered|f|||||f
verify-r21b-203209|AssetTypeSkill|AssetSubTypeSkill|6b6c3f6aacff20c3f0fc4249a6fbcb2dc950d9c9615289868db98e9d02a1387c|AssetStatusDiscovered|f|||||f
verify-r21c-203907|AssetTypeSkill|AssetSubTypeSkill|fd41d7b92fa075a2dfde1646f73526199c2c096001b9a1c1b6ac7fec11cdc52f|AssetStatusDiscovered|f|||||f
verify-r21d-flagoff-205651|AssetTypeSkill|AssetSubTypeSkill|414681a294c65d570767677bad65ddd9753a30ed6690655aa2a977e6e234f30a|AssetStatusDiscovered|f|||||f
verify-r21e-210138|AssetTypeSkill|AssetSubTypeSkill|83d1efac5f00c9561a2b432b0b44fe31fde334b1d1b25b3709c81648a0ecb007|AssetStatusDiscovered|f|||||f
verify-r22-20260820230439|AssetTypeSkill|AssetSubTypeSkill|90f3ab0bb2186caf1e3d1a1fd5cb7e2673bbf345fb896bce5d0ec868ab910552|AssetStatusDiscovered|f|||||f
verify-r23-20260821014411|AssetTypeSkill|AssetSubTypeSkill|fd73de0c217fbe3c53fc2ba1cbd265c4b3a5d6b9eae8ecee9648032eec337aae|AssetStatusDiscovered|f|||||f
verify-r23-flagoff-20260821015811|AssetTypeSkill|AssetSubTypeSkill|503f30a262c46c584497ac5fdffa30116c66e9ef8fe23ec86bc86f8183d0a2c9|AssetStatusDiscovered|f|||||f
verify-r6-20260819184933|AssetTypeSkill|AssetSubTypeSkill|449de4ae2c0ee1c3dc3bacd668c54a52411ade6b77633867918dfe1fc4154cb2|AssetStatusDiscovered|f|||||f
verify-r7-20260819203329|AssetTypeSkill|AssetSubTypeSkill|79fb5eaf67bffc5010be134dd37af4f619e89550c33c8c5f503dd9a3c3c8427f|AssetStatusDiscovered|f|||||f
verify-r8-20260819210732|AssetTypeSkill|AssetSubTypeSkill|89644dcb6c72303a0f4266602800d1933faaf772702a905ac5d63eac4b0f1eba|AssetStatusDiscovered|f|||||f
verify-r9-20260819223149|AssetTypeSkill|AssetSubTypeSkill|5654d2c30c87171bc43c98447444fd00fbf2ab4f631cb57eb9cebc682b560f2f|AssetStatusDiscovered|f|||||f
video-frames|AssetTypeSkill|AssetSubTypeSkill|d3ccb387f1d95f39574f4a063e5d74d266718b728cea7630ae530b10f3c82f4d|AssetStatusDiscovered|f|||||f
voice-call|AssetTypeSkill|AssetSubTypeSkill|9b6c006fc36f419e0d122d1b3f0a7a48cbd3a427ee203355b1c04c345fd5e490|AssetStatusDiscovered|f|||||f
vr22-cutover-20260820233628|AssetTypeSkill|AssetSubTypeSkill|64d0756d8347b6f28d2f53b2e79b6eb39f87dd5aed66d3c07cdf8756809ab89c|AssetStatusDiscovered|f|||||f
vr22-flagoff-20260820231104|AssetTypeSkill|AssetSubTypeSkill|4b71e113540c1e8fa77901e7dffcd2a16cec2602882317ed84cf14914a4279fe|AssetStatusDiscovered|f|||||f
vr22-replay-20260820231614|AssetTypeSkill|AssetSubTypeSkill|f1e59277568feb6410f0e0b7eb1c15dddb70cf968efba99872bc52caf7c671fd|AssetStatusDiscovered|f|||||f
vr22-sibling-20260820232723|AssetTypeSkill|AssetSubTypeSkill|517cf36507ee51c2761068d83a98f66f3227108541fef2dc9e470b2127ce3197|AssetStatusDiscovered|f|||||f
vr23-boot-probe-20260821015227|AssetTypeSkill|AssetSubTypeSkill|47121a91bce92f861c041b49f8de406c5d1247deb841f749beea07c1bb3204af|AssetStatusDiscovered|f|||||f
vr23-crash2-20260821022445|AssetTypeSkill|AssetSubTypeSkill|19ca4715360236822d9a74ee996fe9ab4f65242a6e4323e80a6bdbd103683e38|AssetStatusDiscovered|f|||||f
vr23-crashreplay-20260821022228|AssetTypeSkill|AssetSubTypeSkill|cd154f83373a9c70137c048f440ed8de80fc070bb55e46dd504cf2554e617393|AssetStatusDiscovered|f|||||f
vr23-dupstart-20260821022011|AssetTypeSkill|AssetSubTypeSkill|3eaa8e3bca27eed136e09f924336467f22a7a0a50801ee17d0a4600b76b745c7|AssetStatusDiscovered|f|||||f
vr23-lockloss-20260821023545|AssetTypeSkill|AssetSubTypeSkill|576d80cf7f215391cb0344aefce5711ca0d3702e8c0d8ec783749b567df7453d|AssetStatusDiscovered|f|||||f
vr23-replay-20260821020808|AssetTypeSkill|AssetSubTypeSkill|3685c0f5ba0dc5ace2bf4ee00f9a70ff1dab01e9cb23619fb04a09dbb286ec7f|AssetStatusDiscovered|f|||||f
vr23-sibling-20260821023942|AssetTypeSkill|AssetSubTypeSkill|5f50a8148a81355f54370b7527dee87174d23e2f2ca8d2e9dda3ce00b317137c|AssetStatusDiscovered|f|||||f
wacli|AssetTypeSkill|AssetSubTypeSkill|a6e0991b3d20a4a963be24890a4850006ddbc12a9ae48ad35c98dd134f1f5f19|AssetStatusDiscovered|f|||||f
weather|AssetTypeSkill|AssetSubTypeSkill|47378af91a115e47549b15671c6f5a6f20bb0783cf0238827a08ce4a33686ca6|AssetStatusDiscovered|f|||||f
web-design-guidelines|AssetTypeSkill|AssetSubTypeSkill|b604a2adbaa990b1d489ed7a39e48760187638a3cf289e25bbd879618d2d99b6|AssetStatusDiscovered|f|||||f
web-research|AssetTypeSkill|AssetSubTypeSkill|5966715a2e91daeddf0b374e3a96135b0e8896b2e70f8b6f705f26fca83430a0|AssetStatusDiscovered|f|||||f
work-clean-ignore-prior-runs|AssetTypeSkill|AssetSubTypeSkill|8fc9e6e071d0185d54c778c755580aca56f222b0076881fa1398b6d2a0f38f61|AssetStatusDiscovered|f|||||f
workstation|AssetTypeSkill|AssetSubTypeSkill|3d82b24f98ec3cb947072e8f3b0d44572ba2c00b55880fa48cd9e3c419ef19ab|AssetStatusDiscovered|f|||||f
xurl|AssetTypeSkill|AssetSubTypeSkill|6aa10905c28a8ac59cc96edca969d032b54f8e21126fbc61fffe8ef226a910bc|AssetStatusDiscovered|f|||||f
engineer|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::407baa1c12f168c3a508cfcb7159925d2ed48994f56b935af4983059bb9264c4|AssetStatusDiscovered|f|||||f
engineer|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::416121a9f93f23c3f7865b4019c370efd1dadbc26a464e06c97862f5db3bf963|AssetStatusDiscovered|f|||||f
engineer|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::493e46ad1940d8258228e80ea86a27bdd91c846da06756f05e06389a22edc85a|AssetStatusDiscovered|f|||||f
engineer|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::64866f1eac8df6c1465fede72426a1de6c65e5e2498df6caa56345f6c208fc35|AssetStatusDiscovered|f|||||f
engineer|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::b79d71135e5c426e35398fedaa315f0469d0861eed8f4588d4da0904178d6034|AssetStatusDiscovered|f|||||f
engineer|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::e58579eace34bdb5eb3d977e5b5dda51793059d6428136f6f7d11272be1ec320|AssetStatusDiscovered|f|||||f
finalize|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::97baa9424b3aba2a763c22fb7c485ede14ef388a5cca6650b7cfbcdc6f915054|AssetStatusDiscovered|f|||||f
implement|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::0d49dc9e69cb6aa7e81538c1a17da6d51fa795ad7356cf7ed592a7987a527a60|AssetStatusDiscovered|f|||||f
lab-r20-head-20260820105807|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::474ea695417644247a9f427495aeb3a4129105d8c9fc1c78d1f4ba52f1f4ea80|AssetStatusDiscovered|f|||||f
lab-r20-head-20260820120110|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::107496dad12c57ce5bd8e2fbed3f92cfaa2530b3b4bd3afeea70dabcc010807c|AssetStatusDiscovered|f|||||f
lab-r20-head-20260820153229|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::cb2fd98f1af07844ba7a1b70917cd1cd43f4cbaa073e934da66fa1b0023efdf8|AssetStatusDiscovered|f|||||f
lab-r20-head-20260820155354|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::0350094870b683d63176a1c85515a2a012c2c436e27a319212c5a63ede251c2c|AssetStatusDiscovered|f|||||f
lab-w24-20260821002158|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::4751bac2894795a59601c91597d68718be4673bef3894f3aedfffe41afc458c3|AssetStatusDiscovered|f|||||f
lab-w7-merge-20260820080022|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::8fbc6de67d2e4a617ef55634ec4aa81c1b8b11f8bd87e6324318b3f799102d60|AssetStatusDiscovered|f|||||f
lab-w8-final-20260820082330|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::6bffb30ba97758771eac284e37a6a84321e2d4db4584d07adc5768314c12b4d6|AssetStatusDiscovered|f|||||f
open-pr|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::0beae06bef2311a7ea4f9caf6fd0270edbdc8e5a94ae3fddb0bae2f17cf6a774|AssetStatusDiscovered|f|||||f
open-pr|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::cb077068a6fe23734cccb47d01e6e4a591d64af47da8bc30461a9cece9dd7beb|AssetStatusDiscovered|f|||||f
plan|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::73e2ba03bb217b0e2387ab00a014467cdd7ce490dea39485777eb385bfe30390|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::0216b0aaadb64eba1e407084113001842d6929fab9ea6641d0a815ec0a23bee5|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::171d765766a0572d09f51c1e7b1e3cc46a4c2f7e4df8e38238670a4768629cce|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::36ef7c7a81371067640bf7c151bf75727bf36b1b0446cd72dcf42f2702859910|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::4e3ac1c803570273ef0c2b19cfbd53130d5fb02fd1996ef2a3249bd840852d97|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::56c52619d13b3432a4135d28211fddbd9f896f182e53998da580a36aba9333fb|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::595bf4dded8e1a73db0bdf84d1f899ee5b2a21a3418f2d6a52090c7cae928adf|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::6867672ce620811dad4454f611089eed800a3b96697feb7c71e334de74990490|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::7c60273119f9d799449cd49c7cfdb024dfbebaf0f7ffc31d95cfab6a2f310839|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::871cd28a0613af49a8597725cc60a0f56c4594feb2dadbe3b4007c4683361ce1|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::996656f5f4c4c700f2bbc3d7ad287a7559632d06997e254924595071d99e92cb|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::a8c4396b2bc48dcd69394e6ec080a5b31104acf79a25d505f39a642eb2027889|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::b31578125d8f1ab14a5b8b5ba60bbba37655f8e7207deb7c8eca7c5388a0133b|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::bc892a6a8d6f40a93e0d384be97cad1e8b80aacb95b8582cb2fe36e547f7ee0e|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::c109c0a881eba2c78b9a538353d85098bf9b5c5a947d56098301434f652524dc|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::d466499d69bf9dc673c32826a170758aa47b123c44c44a2f462524e1dc39175a|AssetStatusDiscovered|f|||||f
research|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::ebe89de7752d06f9a68fc11626c3d519dc9d85999d30f39a4ac9d54ae00a54e1|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::211d3a88f51fbe32af736100e17fb9082b6f287d330d9b538e8eb1aac01f8b36|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::7553419d1e205696140ad9d525764be64c584e418c98a260263418d581610465|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::95a58a851aca0b58e64fe6dc7f223b24aeabc223b642e533f46d037a548287af|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::bed7b471e3f7e0b57881130c30141f894e2cdad5eb05e0f21aad645c010997bb|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::d9204e8ea0204f4a7db4739b9648c881cebf6fdfc050906f85a61ed4f5ca974e|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::e47c8a3aaad781482f9bb14f927bb143a5a3e09d12804254e928828a843c2f26|AssetStatusDiscovered|f|||||f
simplify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::00e294638f195528f52c8b799d83cbf900bdc76b1188ecb55350a8b14e4a5e49|AssetStatusDiscovered|f|||||f
simplify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::76e850a6a649bf9d45fa5b72f28d350911a9f9c7d282730700e507669f79bf0e|AssetStatusDiscovered|f|||||f
validate-artifact|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::4bfb2b59e2b9f83c0fa208d24f026db126065ffcc8f2e717800165d60939e101|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::00457f370115d27d324a083a670d9035069f18ae8ade49002d5bc67f871cc781|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::71649b1eda34d540371d3d59e48cd898edcaf262e9b3ed06bf09f703dfce2860|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::8a2722602766fbce64841deaeaa1bcdac09796ab61a75203a4d75060c56912d0|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::a1845c62d1592e7cb71f5417014e00da0e9a0bbc06ca71eb7a4b12b4ecd5e57e|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::a1c15d888a82107ef1f7aa4db84e261f6a5602def3ccd44d24e7c147d7b7881d|AssetStatusDiscovered|f|||||f
